Kdex,Ndex,Name,Type1,Type2,Link,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,Damaged Normally by,Weak to,Immue to,Resisant to
 #020Mo, #705,Sliggoo,Dragon,Null,https://bulbapedia.bulbagarden.net//wiki/Sliggoo_(Pok%C3%A9mon),68,75,53,83,113,60,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dark_1×']","['Ice_2×', 'Dragon_2×', 'Fairy_2×']",['None'],"['Fire_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #021Mo, #706,Goodra,Dragon,Null,https://bulbapedia.bulbagarden.net//wiki/Goodra_(Pok%C3%A9mon),90,100,70,110,150,80,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dark_1×']","['Ice_2×', 'Dragon_2×', 'Fairy_2×']",['None'],"['Fire_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #050Mo, #707,Klefki,Steel,Fairy,https://bulbapedia.bulbagarden.net//wiki/Klefki_(Pok%C3%A9mon),57,80,91,80,87,75,"['Fighting_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×']","['Ground_2×', 'Fire_2×']","['Poison_0×', 'Dragon_0×']","['Normal_½×', 'Flying_½×', 'Rock_½×', 'Bug_¼×', 'Grass_½×', 'Psychic_½×', 'Ice_½×', 'Dark_½×', 'Fairy_½×']"
 #061Mo, #708,Phantump,Ghost,Grass,https://bulbapedia.bulbagarden.net//wiki/Phantump_(Pok%C3%A9mon),43,70,48,50,60,38,"['Poison_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Fairy_1×']","['Flying_2×', 'Ghost_2×', 'Fire_2×', 'Ice_2×', 'Dark_2×']","['Normal_0×', 'Fighting_0×']","['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #062Mo, #709,Trevenant,Ghost,Grass,https://bulbapedia.bulbagarden.net//wiki/Trevenant_(Pok%C3%A9mon),85,110,76,65,82,56,"['Poison_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Fairy_1×']","['Flying_2×', 'Ghost_2×', 'Fire_2×', 'Ice_2×', 'Dark_2×']","['Normal_0×', 'Fighting_0×']","['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #063Mo, #710,Pumpkaboo,Ghost,Grass,https://bulbapedia.bulbagarden.net//wiki/Pumpkaboo_(Pok%C3%A9mon),44,66,70,44,55,56,"['Poison_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Fairy_1×']","['Flying_2×', 'Ghost_2×', 'Fire_2×', 'Ice_2×', 'Dark_2×']","['Normal_0×', 'Fighting_0×']","['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #064Mo, #711,Gourgeist,Ghost,Grass,https://bulbapedia.bulbagarden.net//wiki/Gourgeist_(Pok%C3%A9mon),55,85,122,58,75,99,"['Poison_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Fairy_1×']","['Flying_2×', 'Ghost_2×', 'Fire_2×', 'Ice_2×', 'Dark_2×']","['Normal_0×', 'Fighting_0×']","['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #079Mo, #712,Bergmite,Ice,Null,https://bulbapedia.bulbagarden.net//wiki/Bergmite_(Pok%C3%A9mon),55,69,85,32,35,28,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Rock_2×', 'Steel_2×', 'Fire_2×']",['None'],['Ice_½×']
 #080Mo, #713,Avalugg,Ice,Null,https://bulbapedia.bulbagarden.net//wiki/Avalugg_(Pok%C3%A9mon),95,117,184,44,46,28,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Rock_2×', 'Steel_2×', 'Fire_2×']",['None'],['Ice_½×']
 #113Mo, #714,Noibat,Flying,Dragon,https://bulbapedia.bulbagarden.net//wiki/Noibat_(Pok%C3%A9mon),40,30,35,45,40,55,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Steel_1×', 'Electric_1×', 'Psychic_1×', 'Dark_1×']","['Rock_2×', 'Ice_4×', 'Dragon_2×', 'Fairy_2×']",['Ground_0×'],"['Fighting_½×', 'Bug_½×', 'Fire_½×', 'Water_½×', 'Grass_¼×']"
 #114Mo, #715,Noivern,Flying,Dragon,https://bulbapedia.bulbagarden.net//wiki/Noivern_(Pok%C3%A9mon),85,70,80,97,80,123,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Steel_1×', 'Electric_1×', 'Psychic_1×', 'Dark_1×']","['Rock_2×', 'Ice_4×', 'Dragon_2×', 'Fairy_2×']",['Ground_0×'],"['Fighting_½×', 'Bug_½×', 'Fire_½×', 'Water_½×', 'Grass_¼×']"
 #148Mo, #716,Xerneas,Fairy,Null,https://bulbapedia.bulbagarden.net//wiki/Xerneas_(Pok%C3%A9mon),126,131,95,131,98,99,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Fairy_1×']","['Poison_2×', 'Steel_2×']",['Dragon_0×'],"['Fighting_½×', 'Bug_½×', 'Dark_½×']"
 #149Mo, #717,Yveltal,Dark,Flying,https://bulbapedia.bulbagarden.net//wiki/Yveltal_(Pok%C3%A9mon),126,131,95,131,98,99,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Dragon_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×', 'Fairy_2×']","['Ground_0×', 'Psychic_0×']","['Ghost_½×', 'Grass_½×', 'Dark_½×']"
 #150Mo, #718,Zygarde,Dragon,Ground,https://bulbapedia.bulbagarden.net//wiki/Zygarde_(Pok%C3%A9mon),108,100,121,81,95,95,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Grass_1×', 'Psychic_1×', 'Dark_1×']","['Ice_4×', 'Dragon_2×', 'Fairy_2×']",['Electric_0×'],"['Poison_½×', 'Rock_½×', 'Fire_½×']"
 #151Ce, #719,Diancie,Rock,Fairy,https://bulbapedia.bulbagarden.net//wiki/Diancie_(Pok%C3%A9mon),50,100,150,100,150,50,"['Fighting_1×', 'Poison_1×', 'Rock_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Fairy_1×']","['Ground_2×', 'Steel_4×', 'Water_2×', 'Grass_2×']",['Dragon_0×'],"['Normal_½×', 'Flying_½×', 'Bug_½×', 'Fire_½×', 'Dark_½×']"
 #152Ce, #720,Hoopa,Psychic,Ghost,https://bulbapedia.bulbagarden.net//wiki/Hoopa_(Pok%C3%A9mon),80,110,60,150,130,70,"['Flying_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Ghost_4×', 'Dark_4×']","['Normal_0×', 'Fighting_0×']","['Poison_½×', 'Psychic_½×']"
 #152Ce, #720,Hoopa,Psychic,Dark,https://bulbapedia.bulbagarden.net//wiki/Hoopa_(Pok%C3%A9mon),80,110,60,150,130,70,"['Flying_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Ghost_4×', 'Dark_4×']","['Normal_0×', 'Fighting_0×']","['Poison_½×', 'Psychic_½×']"
 #153Ce, #721,Volcanion,Fire,Water,https://bulbapedia.bulbagarden.net//wiki/Volcanion_(Pok%C3%A9mon),80,110,120,130,90,70,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Grass_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Electric_2×']",['Water_0×'],"['Bug_½×', 'Steel_¼×', 'Fire_¼×', 'Ice_¼×', 'Fairy_½×']"
 #001, #722,Rowlet,Grass,Flying,https://bulbapedia.bulbagarden.net//wiki/Rowlet_(Pok%C3%A9mon),68,55,55,50,50,42,"['Normal_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Rock_2×', 'Fire_2×', 'Ice_4×']",['Ground_0×'],"['Fighting_½×', 'Water_½×', 'Grass_¼×']"
 #002, #723,Dartrix,Grass,Flying,https://bulbapedia.bulbagarden.net//wiki/Dartrix_(Pok%C3%A9mon),78,75,75,70,70,52,"['Normal_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Rock_2×', 'Fire_2×', 'Ice_4×']",['Ground_0×'],"['Fighting_½×', 'Water_½×', 'Grass_¼×']"
 #003, #724,Decidueye,Grass,Ghost,https://bulbapedia.bulbagarden.net//wiki/Decidueye_(Pok%C3%A9mon),78,107,75,100,100,70,"['Poison_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Fairy_1×']","['Flying_2×', 'Ghost_2×', 'Fire_2×', 'Ice_2×', 'Dark_2×']","['Normal_0×', 'Fighting_0×']","['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #004, #725,Litten,Fire,Null,https://bulbapedia.bulbagarden.net//wiki/Litten_(Pok%C3%A9mon),45,65,40,60,40,70,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
 #005, #726,Torracat,Fire,Null,https://bulbapedia.bulbagarden.net//wiki/Torracat_(Pok%C3%A9mon),65,85,50,80,50,90,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
 #006, #727,Incineroar,Fire,Dark,https://bulbapedia.bulbagarden.net//wiki/Incineroar_(Pok%C3%A9mon),95,115,90,80,90,60,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Bug_1×', 'Electric_1×', 'Dragon_1×', 'Fairy_1×']","['Fighting_2×', 'Ground_2×', 'Rock_2×', 'Water_2×']",['Psychic_0×'],"['Ghost_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Dark_½×']"
 #007, #728,Popplio,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Popplio_(Pok%C3%A9mon),50,54,54,66,56,40,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #008, #729,Brionne,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Brionne_(Pok%C3%A9mon),60,69,69,91,81,50,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #009, #730,Primarina,Water,Fairy,https://bulbapedia.bulbagarden.net//wiki/Primarina_(Pok%C3%A9mon),80,74,74,126,116,60,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Fairy_1×']","['Poison_2×', 'Grass_2×', 'Electric_2×']",['Dragon_0×'],"['Fighting_½×', 'Bug_½×', 'Fire_½×', 'Water_½×', 'Ice_½×', 'Dark_½×']"
 #010, #731,Pikipek,Normal,Flying,https://bulbapedia.bulbagarden.net//wiki/Pikipek_(Pok%C3%A9mon),35,75,30,30,30,65,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Ghost_0×']","['Bug_½×', 'Grass_½×']"
 #011, #732,Trumbeak,Normal,Flying,https://bulbapedia.bulbagarden.net//wiki/Trumbeak_(Pok%C3%A9mon),55,85,50,40,50,75,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Ghost_0×']","['Bug_½×', 'Grass_½×']"
 #012, #733,Toucannon,Normal,Flying,https://bulbapedia.bulbagarden.net//wiki/Toucannon_(Pok%C3%A9mon),80,120,75,75,75,60,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Ghost_0×']","['Bug_½×', 'Grass_½×']"
 #013, #734,Yungoos,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Yungoos_(Pok%C3%A9mon),48,70,30,30,30,45,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #014, #735,Gumshoos,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Gumshoos_(Pok%C3%A9mon),88,110,60,55,60,45,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #027, #736,Grubbin,Bug,Null,https://bulbapedia.bulbagarden.net//wiki/Grubbin_(Pok%C3%A9mon),47,62,45,55,45,46,"['Normal_1×', 'Poison_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_2×', 'Fire_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Grass_½×']"
 #028, #737,Charjabug,Bug,Electric,https://bulbapedia.bulbagarden.net//wiki/Charjabug_(Pok%C3%A9mon),57,82,95,55,75,36,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Water_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Fire_2×']",['None'],"['Fighting_½×', 'Steel_½×', 'Grass_½×', 'Electric_½×']"
 #029, #738,Vikavolt,Bug,Electric,https://bulbapedia.bulbagarden.net//wiki/Vikavolt_(Pok%C3%A9mon),77,70,90,145,75,43,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Bug_1×', 'Ghost_1×', 'Water_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Fire_2×']",['Ground_0×'],"['Fighting_½×', 'Steel_½×', 'Grass_½×', 'Electric_½×']"
 #059, #739,Crabrawler,Fighting,Null,https://bulbapedia.bulbagarden.net//wiki/Crabrawler_(Pok%C3%A9mon),47,82,57,42,47,63,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Flying_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Rock_½×', 'Bug_½×', 'Dark_½×']"
 #060, #740,Crabominable,Fighting,Ice,https://bulbapedia.bulbagarden.net//wiki/Crabominable_(Pok%C3%A9mon),97,132,77,62,67,43,"['Normal_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Ghost_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Dragon_1×']","['Fighting_2×', 'Flying_2×', 'Steel_2×', 'Fire_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Bug_½×', 'Ice_½×', 'Dark_½×']"
 #082, #741,Oricorio,Fire,Flying,https://bulbapedia.bulbagarden.net//wiki/Oricorio_(Pok%C3%A9mon),75,70,70,98,70,93,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Rock_4×', 'Water_2×', 'Electric_2×']",['Ground_0×'],"['Fighting_½×', 'Bug_¼×', 'Steel_½×', 'Fire_½×', 'Grass_¼×', 'Fairy_½×']"
 #082, #741,Oricorio,Electric,Flying,https://bulbapedia.bulbagarden.net//wiki/Oricorio_(Pok%C3%A9mon),75,70,70,98,70,93,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Rock_4×', 'Water_2×', 'Electric_2×']",['Ground_0×'],"['Fighting_½×', 'Bug_¼×', 'Steel_½×', 'Fire_½×', 'Grass_¼×', 'Fairy_½×']"
 #082, #741,Oricorio,Psychic,Flying,https://bulbapedia.bulbagarden.net//wiki/Oricorio_(Pok%C3%A9mon),75,70,70,98,70,93,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Rock_4×', 'Water_2×', 'Electric_2×']",['Ground_0×'],"['Fighting_½×', 'Bug_¼×', 'Steel_½×', 'Fire_½×', 'Grass_¼×', 'Fairy_½×']"
 #082, #741,Oricorio,Ghost,Flying,https://bulbapedia.bulbagarden.net//wiki/Oricorio_(Pok%C3%A9mon),75,70,70,98,70,93,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Rock_4×', 'Water_2×', 'Electric_2×']",['Ground_0×'],"['Fighting_½×', 'Bug_¼×', 'Steel_½×', 'Fire_½×', 'Grass_¼×', 'Fairy_½×']"
 #083, #742,Cutiefly,Bug,Fairy,https://bulbapedia.bulbagarden.net//wiki/Cutiefly_(Pok%C3%A9mon),40,45,40,55,40,84,"['Normal_1×', 'Ghost_1×', 'Water_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Rock_2×', 'Steel_2×', 'Fire_2×']",['Dragon_0×'],"['Fighting_¼×', 'Ground_½×', 'Bug_½×', 'Grass_½×', 'Dark_½×']"
 #084, #743,Ribombee,Bug,Fairy,https://bulbapedia.bulbagarden.net//wiki/Ribombee_(Pok%C3%A9mon),60,55,60,95,70,124,"['Normal_1×', 'Ghost_1×', 'Water_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Rock_2×', 'Steel_2×', 'Fire_2×']",['Dragon_0×'],"['Fighting_¼×', 'Ground_½×', 'Bug_½×', 'Grass_½×', 'Dark_½×']"
 #103, #744,Rockruff,Rock,Null,https://bulbapedia.bulbagarden.net//wiki/Rockruff_(Pok%C3%A9mon),45,65,40,30,40,60,"['Rock_1×', 'Bug_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Ground_2×', 'Steel_2×', 'Water_2×', 'Grass_2×']",['None'],"['Normal_½×', 'Flying_½×', 'Poison_½×', 'Fire_½×']"
 #104, #745,Lycanroc,Rock,Null,https://bulbapedia.bulbagarden.net//wiki/Lycanroc_(Pok%C3%A9mon),75,115,65,55,65,112,"['Rock_1×', 'Bug_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Ground_2×', 'Steel_2×', 'Water_2×', 'Grass_2×']",['None'],"['Normal_½×', 'Flying_½×', 'Poison_½×', 'Fire_½×']"
 #110, #746,Wishiwashi,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Wishiwashi_(Pok%C3%A9mon),45,20,20,25,25,40,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #113, #747,Mareanie,Poison,Water,https://bulbapedia.bulbagarden.net//wiki/Mareanie_(Pok%C3%A9mon),50,53,62,43,52,45,"['Normal_1×', 'Flying_1×', 'Rock_1×', 'Ghost_1×', 'Grass_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Electric_2×', 'Psychic_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×', 'Fairy_½×']"
 #114, #748,Toxapex,Poison,Water,https://bulbapedia.bulbagarden.net//wiki/Toxapex_(Pok%C3%A9mon),50,63,152,53,142,35,"['Normal_1×', 'Flying_1×', 'Rock_1×', 'Ghost_1×', 'Grass_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Electric_2×', 'Psychic_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×', 'Fairy_½×']"
 #132, #749,Mudbray,Ground,Null,https://bulbapedia.bulbagarden.net//wiki/Mudbray_(Pok%C3%A9mon),70,100,70,45,55,45,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Water_2×', 'Grass_2×', 'Ice_2×']",['Electric_0×'],"['Poison_½×', 'Rock_½×']"
 #133, #750,Mudsdale,Ground,Null,https://bulbapedia.bulbagarden.net//wiki/Mudsdale_(Pok%C3%A9mon),100,125,100,55,85,35,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Water_2×', 'Grass_2×', 'Ice_2×']",['Electric_0×'],"['Poison_½×', 'Rock_½×']"
 #141, #751,Dewpider,Water,Bug,https://bulbapedia.bulbagarden.net//wiki/Dewpider_(Pok%C3%A9mon),38,40,52,40,72,27,"['Normal_1×', 'Poison_1×', 'Bug_1×', 'Ghost_1×', 'Fire_1×', 'Grass_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_2×', 'Electric_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Steel_½×', 'Water_½×', 'Ice_½×']"
 #142, #752,Araquanid,Water,Bug,https://bulbapedia.bulbagarden.net//wiki/Araquanid_(Pok%C3%A9mon),68,70,92,50,132,42,"['Normal_1×', 'Poison_1×', 'Bug_1×', 'Ghost_1×', 'Fire_1×', 'Grass_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_2×', 'Electric_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Steel_½×', 'Water_½×', 'Ice_½×']"
 #143, #753,Fomantis,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Fomantis_(Pok%C3%A9mon),40,55,35,50,35,35,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #144, #754,Lurantis,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Lurantis_(Pok%C3%A9mon),70,105,90,80,90,45,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #145, #755,Morelull,Grass,Fairy,https://bulbapedia.bulbagarden.net//wiki/Morelull_(Pok%C3%A9mon),40,35,55,65,75,15,"['Normal_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Fairy_1×']","['Flying_2×', 'Poison_4×', 'Steel_2×', 'Fire_2×', 'Ice_2×']",['Dragon_0×'],"['Fighting_½×', 'Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×', 'Dark_½×']"
 #146, #756,Shiinotic,Grass,Fairy,https://bulbapedia.bulbagarden.net//wiki/Shiinotic_(Pok%C3%A9mon),60,45,80,90,100,30,"['Normal_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Fairy_1×']","['Flying_2×', 'Poison_4×', 'Steel_2×', 'Fire_2×', 'Ice_2×']",['Dragon_0×'],"['Fighting_½×', 'Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×', 'Dark_½×']"
